date,nb_jobs_in_queue,load_in_queue,liquid_load_horizon
2160,16,14446,1113.84
2160,16,14446,1113.84
2174.85,16,14446,1099
2174.85,17,16238,1170.68
2187.19,17,16238,1158.33
2187.19,18,16850,1182.81
2204.77,18,16850,1165.23
2204.77,19,17284,1182.59
2217.84,19,17284,1169.52
2217.84,20,17428,1175.28
2220,20,17428,1173.12
2220,20,17428,1201.4
2220,20,17428,1218.24
2225.89,20,17428,1212.35
2225.89,21,18013,1236.73
2244.9,21,18013,1217.72
2244.9,20,17869,1209.56
2249,20,17869,1205.63
2249,21,18454,1230
2251,21,18454,1228.08
2251,21,18454,1228.08
2251.51,21,18454,1227.6
2251.51,20,18198,1222.15
2274.1,20,18198,1200.5
2274.1,21,18623,1218.21
2280,21,18623,1212.55
2280,21,18623,1212.55
2280,21,18623,1212.55
2282.36,21,18623,1210.29
2282.36,22,19555,1249.12
2301.22,22,19555,1231.05
2301.22,23,19811,1241.71
2305.11,23,19811,1237.99
2305.11,22,19555,1212.79
2313.59,22,19555,1204.66
2313.59,21,19121,1199.17
2313.92,21,19121,1198.85
2313.92,22,19706,1223.23
2330.61,22,19706,1207.23
2330.61,23,20306,1232.23
2339.55,23,20306,1223.66
2339.55,22,20162,1215.39
2340,22,20162,1214.94
2340,22,20162,1172.62
2340,22,20162,1172.62
2341.78,22,20162,1170.85
2341.78,23,21330,1217.57
2346.16,23,21330,1213.18
2346.16,22,20745,1207.95
2358.84,22,20745,1195.78
2358.84,23,21345,1219.78
2363.07,23,21345,1215.72
2363.07,24,21673,1228.84
2364.19,24,21673,1227.76
2364.19,23,21417,1203.57
2366.1,23,21417,1201.73
2366.1,24,21601,1209.09
2366.51,24,21601,1208.7
2366.51,23,21176,1200.76
2367.19,23,21176,1200.11
2367.19,22,20992,1194.84
2382.47,22,20992,1180.16
2382.47,23,21136,1185.92
2392,23,21136,1176.78
2392,22,20328,1152.58
2393.67,22,20328,1150.98
2393.67,21,20184,1145.74
2400,21,20184,1139.66
2400,21,20184,1139.66
2400,21,20184,1139.66
2400.28,21,20184,1139.39
2400.28,21,20184,1134.16
2404.63,21,20184,1130.34
2404.63,22,20796,1154.82
2411.51,22,20796,1148.76
2411.51,21,20392,1142.96
2423.01,21,20392,1131.46
2423.01,21,20392,1120.41
2423.01,20,19988,1109.35
2426.27,20,19988,1106.09
2426.27,20,19988,1100.82
2438.44,20,19988,1089.61
2438.44,21,20900,1126.09
2447.44,21,20900,1117.82
2447.44,19,19911,1107.41
2447.74,19,19911,1107.12
2447.74,18,19583,1083.05
2453.4,18,19583,1077.61
2453.4,19,20495,1114.09
2454.54,19,20495,1113
2454.54,19,20495,1106.92
2458.94,19,20495,1103.04
2458.94,19,20495,1092.63
2459.23,19,20495,1092.42
2459.23,20,20929,1109.78
2460,20,20929,1109.23
2460,20,20929,1141.63
2460,20,20929,1141.63
2464.42,20,20929,1138.5
2464.42,19,20329,1127.61
2472.94,19,20329,1120.16
2472.94,20,22121,1194.83
2473.99,20,22121,1193.91
2473.99,20,22121,1172.1
2483.37,20,22121,1167.01
2483.37,20,22121,1156.17
2491.52,20,22121,1153.12
2491.52,19,20409,1119.55
2497.09,19,20409,1113.99
2497.09,20,21625,1164.65
2512.16,20,21625,1149.58
2512.16,21,21769,1155.58
2520,21,21769,1147.74
2520,21,21769,1112.69
2520,21,21769,1112.69
2524.36,21,21769,1108.33
2524.36,22,22173,1124.49
2526.39,22,22173,1122.46
2526.39,23,22758,1145.86
2533.52,23,22758,1138.73
2533.52,18,15662,1107.37
2536.55,18,15662,1104.34
2536.55,19,15737,1107.34
2562.48,19,15737,1081.41
2562.48,20,15812,1084.41
2578.74,20,15812,1068.15
2578.74,21,16140,1081.27
2580,21,16140,1080.01
2580,21,16140,1080.01
2580,21,16140,1080.01
2582.32,21,16140,1077.69
2582.32,20,14972,1113.15
2598.7,20,14972,1096.77
2598.7,21,16736,1167.33
2604.28,21,16736,1161.74
2604.28,22,16992,1171.98
2614.99,22,16992,1161.28
2614.99,23,17248,1171.52
2618.28,23,17248,1168.23
2618.28,24,17392,1173.99
2623.61,24,17392,1168.66
2623.61,25,19584,1256.34
2640,25,19584,1239.95
2640,25,19584,1239.95
2640,25,19584,1239.95
2644.56,25,19584,1235.39
2644.56,26,21376,1307.07
2646.5,26,21376,1305.13
2646.5,25,20791,1299.33
2650.01,25,20791,1295.81
2650.01,26,21119,1308.93
2655.28,26,21119,1303.66
2655.28,27,21447,1316.78
2657.8,27,21447,1314.26
2657.8,26,21013,1303.21
2662.39,26,21013,1298.62
2662.39,27,22805,1370.3
2663.03,27,22805,1369.66
2663.03,25,21261,1348.77
2671.15,25,21261,1340.65
2671.15,26,21695,1358.01
2689.85,26,21695,1339.31
2689.85,27,22863,1386.03
2700,27,22863,1375.88
2700,27,22863,1329
2700,27,22863,1329
2714.04,27,22863,1314.96
2714.04,28,23407,1335.88
2723,28,23407,1326.92
2723,29,23591,1334
2732.64,29,23591,1324.35
2732.64,28,23166,1316.72
2739.6,28,23166,1309.76
2739.6,29,23310,1315.3
2750.72,29,23310,1304.18
2750.72,28,22698,1294.13
2750.8,28,22698,1294.05
2750.8,27,22554,1270.79
2750.8,25,22404,1247.53
2754.56,25,22404,1243.77
2754.56,26,22838,1260.46
2757.41,26,22838,1257.61
2757.41,25,22582,1252.58
2760,25,22582,1249.99
2760,25,22582,1249.99
2760,25,22582,1249.99
2760.05,25,22582,1249.93
2760.05,25,22582,1247.41
2760.05,24,22326,1244.88
2763.15,24,22326,1241.78
2763.15,25,22470,1247.32
2777.49,25,22470,1232.98
2777.49,26,22614,1238.52
2791.96,26,22614,1224.05
2791.96,27,23199,1246.55
2798.75,27,23199,1239.76
2798.75,26,23055,1233.91
2799.32,26,23055,1233.34
2799.32,25,22871,1222.71
2805.08,25,22871,1216.95
2805.08,26,23296,1233.29
2805.36,26,23296,1233.01
2805.36,25,23152,1227.98
2811.97,25,23152,1221.37
2811.97,24,23008,1216.34
2814.97,24,23008,1213.35
2814.97,23,22680,1200.88
2818.09,23,22680,1197.76
2818.09,24,22755,1200.64
2818.58,24,22755,1200.15
2818.58,23,22611,1195.12
2819.49,23,22611,1194.21
2819.49,22,22536,1189.14
2820,22,22536,1188.65
2820,22,22536,1227.7
2820,22,22536,1227.7
2822.13,22,22536,1225.65
2822.14,22,22536,1220.37
2825.19,22,22536,1217.68
2825.19,22,22536,1212.45
2825.8,22,22536,1211.97
2825.8,22,22536,1206.72
2827.32,22,22536,1205.63
2827.32,23,23121,1229.03
2828.74,23,23121,1228
2828.74,22,22577,1225.37
2831.07,22,22577,1223.04
2831.07,22,22577,1202.03
2831.65,22,22577,1201.64
2831.65,22,22577,1191.19
2833.92,22,22577,1190.01
2833.92,22,22577,1190.01
2838.41,22,22577,1187.67
2838.41,21,20001,1097.58
2840.02,21,20001,1095.97
2840.02,21,20001,1095.97
2843.74,21,20001,1092.25
2843.74,22,20809,1124.57
2851.52,22,20809,1116.79
2851.52,21,20224,1139.89
2857.39,21,20224,1134.02
2857.39,22,20378,1140.18
2872.97,22,20378,1124.6
2872.97,23,20812,1141.96
2880,23,20812,1134.93
2880,23,20812,1210.54
2880,23,20812,1223.24
2892.68,23,20812,1210.56
2892.68,24,20956,1216.82
2901.28,24,20956,1208.22
2901.28,25,21541,1233.65
2914.1,25,21541,1220.83
2914.1,26,23305,1297.53
2923.9,26,23305,1287.73
2923.9,27,23380,1290.99
2933.97,27,23380,1280.92
2933.97,24,20016,1216.39
2939.94,24,20016,1210.43
2939.94,25,20601,1235.86
2940,25,20601,1235.8
2940,25,20601,1235.8
2940,25,20601,1235.8
2940.07,25,20601,1235.73
2940.07,25,20601,1235.73
2944.59,25,20601,1231.21
2944.59,26,20755,1237.9
2947.98,26,20755,1234.51
2947.98,27,21189,1253.38
2969.9,27,21189,1231.46
2969.9,24,18227,1220.15
2972.17,24,18227,1217.88
2972.17,25,18812,1243.31
2988.17,25,18812,1227.31
2988.17,26,19216,1244.87
2998.06,26,19216,1234.99
2998.06,27,19472,1246.12
3000,27,19472,1244.18
3000,27,19472,1244.18
3000,27,19472,1244.18
3012.63,27,19472,1231.54
3012.63,26,19047,1225.24
3014.68,26,19047,1223.19
3014.68,25,18447,1214.05
3022.34,25,18447,1206.39
3022.34,26,19359,1246.04
3024.24,26,19359,1244.13
3024.24,25,18447,1221.37
3032.98,25,18447,1212.64
3032.98,24,17862,1204.01
3035.33,24,17862,1201.66
3035.33,25,19654,1279.57
3050.35,25,19654,1264.56
3050.35,26,20462,1299.69
3058.21,26,20462,1291.82
3058.21,27,21270,1326.95
3060,27,21270,1325.16
3060,27,21270,1325.16
3060,27,21270,1325.16
3070.22,27,21270,1314.94
3070.22,28,21546,1326.94
3073.04,28,21546,1324.12
